id	offset_octets	longueur_octets	type	resume
Errors.`err_http2_info_status_not_allowed`	3885541	457	module	Informational HTTP status codes (1xx) may not be set as the response status code on HTTP/2 responses.
Errors.`err_http2_invalid_connection_headers`	3885998	450	module	HTTP/1 connection specific headers are forbidden to be used in HTTP/2 requests and responses.
Errors.`err_http2_invalid_header_value`	3886448	334	module	An invalid HTTP/2 header value was specified.
Errors.`err_http2_invalid_info_status`	3886782	443	module	An invalid HTTP informational status code has been specified.
Errors.`err_http2_invalid_origin`	3887225	314	module	HTTP/2 ORIGIN frames require a valid origin.
Errors.`err_http2_invalid_packed_settings_length`	3887539	536	module	Input Buffer and Uint8Array instances passed to the http2.getUnpackedSettings() API must have a length that is a multiple of six.
Errors.`err_http2_invalid_pseudoheader`	3888075	436	module	Only valid HTTP/2 pseudoheaders (:status, :path, :authority, :scheme, and :method) may be used.
Errors.`err_http2_invalid_session`	3888511	395	module	An action was performed on an Http2Session object that had already been destroyed.
Errors.`err_http2_invalid_setting_value`	3888906	363	module	An invalid value has been specified for an HTTP/2 setting.
Errors.`err_http2_invalid_stream`	3889269	368	module	An operation was performed on a stream that had already been destroyed.
Errors.`err_http2_max_pending_settings_ack`	3889637	734	module	Whenever an HTTP/2 SETTINGS frame is sent to a connected peer, the peer is required to send an acknowledgment that it has received and applied the new SETTINGS.
Errors.`err_http2_nested_push`	3890371	409	module	An attempt was made to initiate a new push stream from within a push stream.
Errors.`err_http2_no_mem`	3890780	356	module	Out of memory when using the http2session.setLocalWindowSize(windowSize) API.
Errors.`err_http2_no_socket_manipulation`	3891136	482	module	An attempt was made to directly manipulate (read, write, pause, resume, etc.) a socket attached to an Http2Session.
Errors.`err_http2_origin_length`	3891618	343	module	HTTP/2 ORIGIN frames are limited to a length of 16382 bytes.
Errors.`err_http2_out_of_streams`	3891961	394	module	The number of streams created on a single HTTP/2 session reached the maximum limit.
Errors.`err_http2_payload_forbidden`	3892355	419	module	A message payload was specified for an HTTP response code for which a payload is forbidden.
Errors.`err_http2_ping_cancel`	3892774	273	module	An HTTP/2 ping was canceled.
Errors.`err_http2_ping_length`	3893047	327	module	HTTP/2 ping payloads must be exactly 8 bytes in length.
Errors.`err_http2_pseudoheader_not_allowed`	3893374	431	module	An HTTP/2 pseudo-header has been used inappropriately.
Errors.`err_http2_push_disabled`	3893805	391	module	An attempt was made to create a push stream, which had been disabled by the client.
Errors.`err_http2_send_file`	3894196	405	module	An attempt was made to use the Http2Stream.prototype.responseWithFile() API to send a directory.
Errors.`err_http2_send_file_noseek`	3894601	564	module	An attempt was made to use the Http2Stream.prototype.responseWithFile() API to send something other than a regular file, but offset or length options were provided.
Errors.`err_http2_session_error`	3895165	325	module	The Http2Session closed with a non-zero error code.
Errors.`err_http2_settings_cancel`	3895490	299	module	The Http2Session settings canceled.
Errors.`err_http2_socket_bound`	3895789	512	module	An attempt was made to connect a Http2Session object to a net.Socket or tls.TLSSocket that had already been bound to another Http2Session object.
Errors.`err_http2_socket_unbound`	3896301	418	module	An attempt was made to use the socket property of an Http2Session that has already been closed.
Errors.`err_http2_status_101`	3896719	342	module	Use of the 101 Informational status code is forbidden in HTTP/2.
Errors.`err_http2_status_invalid`	3897061	386	module	An invalid HTTP status code has been specified.
Errors.`err_http2_stream_cancel`	3897447	391	module	An Http2Stream was destroyed before any data was transmitted to the connected peer.
Errors.`err_http2_stream_error`	3897838	348	module	A non-zero error code was been specified in an RST_STREAM frame.
Errors.`err_http2_stream_self_dependency`	3898186	561	module	When setting the priority for an HTTP/2 stream, the stream may be marked as a dependency for a parent stream.
Errors.`err_http2_too_many_custom_settings`	3898747	382	module	The number of supported custom settings (10) has been exceeded.
Errors.`err_http2_too_many_invalid_frames`	3899129	551	module	The limit of acceptable invalid HTTP/2 protocol frames sent by the peer, as specified through the maxSessionInvalidFrames option, has been exceeded.
Errors.`err_http2_too_many_origins`	3899680	442	module	The number of uniq origin sent by the server has exceeded the value defined in options.maxOriginSetSize.
Errors.`err_http2_trailers_already_sent`	3900122	365	module	Trailing headers have already been sent on the Http2Stream.
Errors.`err_http2_trailers_not_ready`	3900487	602	module	The http2stream.sendTrailers() method cannot be called until after the 'wantTrailers' event is emitted on an Http2Stream object.
Errors.`err_http2_unsupported_protocol`	3901089	412	module	http2.connect() was passed a URL that uses any protocol other than http: or https:.
Errors.`err_http_body_not_allowed`	3901501	395	module	An error is thrown when writing to an HTTP response which does not allow contents.
Errors.`err_http_content_length_mismatch`	3901896	410	module	Response body size doesn't match with the specified content-length header value.
Errors.`err_http_headers_sent`	3902306	377	module	An attempt was made to add more headers after the headers had already been sent.
Errors.`err_http_invalid_header_value`	3902683	327	module	An invalid HTTP header value was specified.
Errors.`err_http_invalid_status_code`	3903010	366	module	Status code was outside the regular status code range (100-999).
Errors.`err_http_request_timeout`	3903376	360	module	The client has not sent the entire request within the allowed time.
Errors.`err_http_socket_assigned`	3903736	336	module	The given ServerResponse was already assigned a socket.
Errors.`err_http_socket_encoding`	3904072	360	module	Changing the socket encoding is not allowed per RFC 7230 Section 3.
Errors.`err_http_trailer_invalid`	3904432	394	module	The Trailer header was set even though the transfer encoding does not support that.
Errors.`err_illegal_constructor`	3904826	371	module	An attempt was made to construct an object using a non-public constructor.
Errors.`err_import_attribute_missing`	3905197	396	module	An import attribute is missing, preventing the specified module to be imported.
Errors.`err_import_attribute_type_incompatible`	3905593	444	module	An import type attribute was provided, but the specified module is of a different type.
Errors.`err_import_attribute_unsupported`	3906037	378	module	An import attribute is not supported by this version of Node.js.
Errors.`err_incompatible_option_pair`	3906415	406	module	An option pair is incompatible with each other and cannot be used at the same time.
Errors.`err_input_type_not_allowed`	3906821	422	module	The --input-type flag was used to attempt to execute a file.
Errors.`err_inspector_already_activated`	3907243	575	module	While using the node:inspector module, an attempt was made to activate the inspector when it already started to listen on a port.
Errors.`err_inspector_already_connected`	3907818	471	module	While using the node:inspector module, an attempt was made to connect when the inspector was already connected.
Errors.`err_inspector_closed`	3908289	450	module	While using the node:inspector module, an attempt was made to use the inspector after the session had already closed.
Errors.`err_inspector_command`	3908739	361	module	An error occurred while issuing a command via the node:inspector module.
Errors.`err_inspector_not_active`	3909100	368	module	The inspector is not active when inspector.waitForDebugger() is called.
Errors.`err_inspector_not_available`	3909468	337	module	The node:inspector module is not available for use.
Errors.`err_inspector_not_connected`	3909805	445	module	While using the node:inspector module, an attempt was made to use the inspector before it was connected.
Errors.`err_inspector_not_worker`	3910250	392	module	An API was called on the main thread that can only be used from the worker thread.
Errors.`err_internal_assertion`	3910642	429	module	There was a bug in Node.js or incorrect usage of Node.js internals.
Errors.`err_invalid_address`	3911071	327	module	The provided address is not understood by the Node.js API.
Errors.`err_invalid_address_family`	3911398	362	module	The provided address family is not understood by the Node.js API.
Errors.`err_invalid_arg_type`	3911760	330	module	An argument of the wrong type was passed to a Node.js API.
Errors.`err_invalid_arg_value`	3912090	345	module	An invalid or unsupported value was passed for a given argument.
Errors.`err_invalid_async_id`	3912435	385	module	An invalid asyncId or triggerAsyncId was passed using AsyncHooks.
Errors.`err_invalid_buffer_size`	3912820	393	module	A swap was performed on a Buffer but its size was not compatible with the operation.
Errors.`err_invalid_char`	3913213	290	module	Invalid characters were detected in headers.
Errors.`err_invalid_cursor_pos`	3913503	400	module	A cursor on a given stream cannot be moved to a specified row without a specified column.
Errors.`err_invalid_fd`	3913903	310	module	A file descriptor ('fd') was not valid (e.g.
Errors.`err_invalid_fd_type`	3914213	299	module	A file descriptor ('fd') type was not valid.
Errors.`err_invalid_file_url_host`	3914512	602	module	A Node.js API that consumes file: URLs (such as certain functions in the fs module) encountered a file URL with an incompatible host.
Errors.`err_invalid_file_url_path`	3915114	692	module	A Node.js API that consumes file: URLs (such as certain functions in the fs module) encountered a file URL with an incompatible path.
Errors.`err_invalid_handle_type`	3915806	503	module	An attempt was made to send an unsupported "handle" over an IPC communication channel to a child process.
Errors.`err_invalid_http_token`	3916309	290	module	An invalid HTTP token was supplied.
Errors.`err_invalid_ip_address`	3916599	274	module	An IP address is not valid.
Errors.`err_invalid_mime_syntax`	3916873	291	module	The syntax of a MIME is not valid.
Errors.`err_invalid_module`	3917164	378	module	An attempt was made to load a module that does not exist or was otherwise not valid.
Errors.`err_invalid_module_specifier`	3917542	418	module	The imported module string is an invalid URL, package name, or package subpath specifier.
Errors.`err_invalid_object_define_property`	3917960	422	module	An error occurred while setting an invalid attribute on the property of an object.
Errors.`err_invalid_package_config`	3918382	320	module	An invalid package.json file failed parsing.
Errors.`err_invalid_package_target`	3918702	458	module	The package.json "exports" field contains an invalid target mapping value for the attempted module resolution.
